OrderID,ProductID,UnitPrice,Quantity,Discount,OrderValue,UnitPrice_Scaled,Quantity_Scaled
10260,41,7.7,16,0.25,92.4,0.004410058027079304,0.03024193548387097
10260,57,15.6,50,0.0,780.0,0.010522243713733075,0.09879032258064516
10260,62,39.4,15,0.25,443.25,0.028936170212765955,0.028225806451612902
10260,70,12.0,21,0.25,189.0,0.007736943907156673,0.04032258064516129
10261,21,8.0,20,0.0,160.0,0.0046421663442940036,0.038306451612903226
10261,35,14.4,20,0.0,288.0,0.009593810444874276,0.038306451612903226
10262,5,17.0,12,0.2,163.20000000000002,0.01160541586073501,0.02217741935483871
10262,7,24.0,15,0.0,360.0,0.01702127659574468,0.028225806451612902
10262,56,30.4,2,0.0,60.8,0.02197292069632495,0.0020161290322580645
10263,16,13.9,60,0.25,625.5,0.00920696324951644,0.11895161290322581
10263,24,3.6,28,0.0,100.8,0.0012379110251450678,0.05443548387096774
10263,30,20.7,60,0.25,931.5,0.014468085106382977,0.11895161290322581
10263,74,8.0,36,0.25,216.0,0.0046421663442940036,0.07056451612903226
10264,2,15.2,35,0.0,532.0,0.010212765957446808,0.06854838709677419
10264,41,7.7,25,0.15,163.625,0.004410058027079304,0.04838709677419355
10265,17,31.2,30,0.0,936.0,0.022591876208897486,0.05846774193548387
10265,70,12.0,20,0.0,240.0,0.007736943907156673,0.038306451612903226
10266,12,30.4,12,0.05,346.55999999999995,0.02197292069632495,0.02217741935483871
10267,40,14.7,50,0.0,735.0,0.009825918762088975,0.09879032258064516
10267,59,44.0,70,0.15,2618.0,0.03249516441005803,0.13911290322580644
10267,76,14.4,15,0.15,183.6,0.009593810444874276,0.028225806451612902
10268,29,99.0,10,0.0,990.0,0.07504835589941973,0.018145161290322582
10268,72,27.8,4,0.0,111.2,0.019961315280464218,0.006048387096774193
10269,33,2.0,60,0.05,114.0,0.0,0.11895161290322581
10269,72,27.8,20,0.05,528.1999999999999,0.019961315280464218,0.038306451612903226
10270,36,15.2,30,0.0,456.0,0.010212765957446808,0.05846774193548387
10270,43,36.8,25,0.0,919.9999999999999,0.02692456479690522,0.04838709677419355
10271,33,2.0,24,0.0,48.0,0.0,0.046370967741935484
10272,20,64.8,6,0.0,388.79999999999995,0.048588007736943904,0.010080645161290322
10272,31,10.0,40,0.0,400.0,0.006189555125725338,0.07862903225806452
10272,72,27.8,24,0.0,667.2,0.019961315280464218,0.046370967741935484
10273,10,24.8,24,0.05,565.44,0.017640232108317215,0.046370967741935484
10273,31,10.0,15,0.05,142.5,0.006189555125725338,0.028225806451612902
10273,33,2.0,20,0.0,40.0,0.0,0.038306451612903226
10273,40,14.7,60,0.05,837.9,0.009825918762088975,0.11895161290322581
10273,76,14.4,33,0.05,451.43999999999994,0.009593810444874276,0.06451612903225806
10274,71,17.2,20,0.0,344.0,0.011760154738878143,0.038306451612903226
10274,72,27.8,7,0.0,194.6,0.019961315280464218,0.012096774193548387
10275,24,3.6,12,0.05,41.04,0.0012379110251450678,0.02217741935483871
10275,59,44.0,6,0.05,250.79999999999998,0.03249516441005803,0.010080645161290322
10276,10,24.8,15,0.0,372.0,0.017640232108317215,0.028225806451612902
10276,13,4.8,497,0.0,2385.6,0.0021663442940038683,1.0
10277,28,36.4,20,0.0,728.0,0.026615087040618955,0.038306451612903226
10277,62,39.4,12,0.0,472.79999999999995,0.028936170212765955,0.02217741935483871
10278,44,15.5,16,0.0,248.0,0.010444874274661509,0.03024193548387097
10278,59,44.0,15,0.0,660.0,0.03249516441005803,0.028225806451612902
10278,63,35.1,8,0.0,280.8,0.025609284332688588,0.014112903225806451
10278,73,12.0,25,0.0,300.0,0.007736943907156673,0.04838709677419355
10279,17,31.2,15,0.25,351.0,0.022591876208897486,0.028225806451612902
10280,24,3.6,12,0.0,43.2,0.0012379110251450678,0.02217741935483871
10280,55,19.2,20,0.0,384.0,0.013307543520309478,0.038306451612903226
10280,75,6.2,30,0.0,186.0,0.0032495164410058027,0.05846774193548387
10281,19,7.3,1,0.0,7.3,0.004100580270793037,0.0
10281,35,14.4,4,0.0,57.6,0.009593810444874276,0.006048387096774193
10282,30,20.7,6,0.0,124.19999999999999,0.014468085106382977,0.010080645161290322
10282,57,15.6,2,0.0,31.2,0.010522243713733075,0.0020161290322580645
10283,15,12.4,20,0.0,248.0,0.008046421663442941,0.038306451612903226
10283,19,7.3,18,0.0,131.4,0.004100580270793037,0.034274193548387094
10283,60,27.2,35,0.0,952.0,0.019497098646034817,0.06854838709677419
10283,72,27.8,3,0.0,83.4,0.019961315280464218,0.004032258064516129
10284,27,35.1,15,0.25,394.875,0.025609284332688588,0.028225806451612902
10284,44,15.5,21,0.0,325.5,0.010444874274661509,0.04032258064516129
10284,60,27.2,20,0.25,408.0,0.019497098646034817,0.038306451612903226
10284,67,11.2,5,0.25,42.0,0.007117988394584138,0.008064516129032258
10285,1,14.4,45,0.2,518.4,0.009593810444874276,0.08870967741935484
10285,40,14.7,40,0.2,470.40000000000003,0.009825918762088975,0.07862903225806452
10285,53,26.2,36,0.2,754.56,0.018723404255319147,0.07056451612903226
10286,35,14.4,100,0.0,1440.0,0.009593810444874276,0.19959677419354838
10286,62,39.4,40,0.0,1576.0,0.028936170212765955,0.07862903225806452
10287,16,13.9,40,0.15,472.59999999999997,0.00920696324951644,0.07862903225806452
10287,34,11.2,20,0.0,224.0,0.007117988394584138,0.038306451612903226
10287,46,9.6,15,0.15,122.39999999999999,0.005880077369439071,0.028225806451612902
10288,54,5.9,10,0.1,53.1,0.003017408123791103,0.018145161290322582
10288,68,10.0,3,0.1,27.0,0.006189555125725338,0.004032258064516129
10289,3,8.0,20,0.0,160.0,0.0046421663442940036,0.038306451612903226
10289,64,26.6,9,0.0,239.4,0.019032882011605416,0.016129032258064516
10290,5,17.0,20,0.0,340.0,0.01160541586073501,0.038306451612903226
10290,29,99.0,15,0.0,1485.0,0.07504835589941973,0.028225806451612902
10290,49,16.0,15,0.0,240.0,0.010831721470019342,0.028225806451612902
10290,77,10.4,10,0.0,104.0,0.006499032882011605,0.018145161290322582
10291,13,4.8,20,0.1,86.4,0.0021663442940038683,0.038306451612903226
10291,44,15.5,24,0.1,334.8,0.010444874274661509,0.046370967741935484
10291,51,42.4,2,0.1,76.32,0.03125725338491296,0.0020161290322580645
10292,20,64.8,20,0.0,1296.0,0.048588007736943904,0.038306451612903226
10293,18,50.0,12,0.0,600.0,0.03713733075435203,0.02217741935483871
10293,24,3.6,10,0.0,36.0,0.0012379110251450678,0.018145161290322582
10293,63,35.1,5,0.0,175.5,0.025609284332688588,0.008064516129032258
10293,75,6.2,6,0.0,37.2,0.0032495164410058027,0.010080645161290322
10294,1,230.4,18,0.0,4147.2,0.17671179883945842,0.034274193548387094
10294,17,31.2,15,0.0,468.0,0.022591876208897486,0.028225806451612902
10294,43,36.8,15,0.0,552.0,0.02692456479690522,0.028225806451612902
10294,60,27.2,21,0.0,571.1999999999999,0.019497098646034817,0.04032258064516129
10295,56,30.4,4,0.0,121.6,0.02197292069632495,0.006048387096774193
10296,11,16.8,12,0.0,201.60000000000002,0.011450676982591878,0.02217741935483871
10296,16,13.9,30,0.0,417.0,0.00920696324951644,0.05846774193548387
10296,69,28.8,15,0.0,432.0,0.020735009671179885,0.028225806451612902
10297,39,14.4,60,0.0,864.0,0.009593810444874276,0.11895161290322581
10297,72,27.8,20,0.0,556.0,0.019961315280464218,0.038306451612903226
10298,2,15.2,40,0.0,608.0,0.010212765957446808,0.07862903225806452
10298,36,15.2,40,0.25,456.0,0.010212765957446808,0.07862903225806452
10298,59,44.0,30,0.25,990.0,0.03249516441005803,0.05846774193548387
10298,62,39.4,15,0.0,591.0,0.028936170212765955,0.028225806451612902
10299,19,7.3,15,0.0,109.5,0.004100580270793037,0.028225806451612902
10299,70,12.0,20,0.0,240.0,0.007736943907156673,0.038306451612903226
10300,66,13.6,30,0.0,408.0,0.00897485493230174,0.05846774193548387
10300,68,10.0,20,0.0,200.0,0.006189555125725338,0.038306451612903226
10301,40,14.7,10,0.0,147.0,0.009825918762088975,0.018145161290322582
10301,56,30.4,20,0.0,608.0,0.02197292069632495,0.038306451612903226
10302,17,31.2,40,0.0,1248.0,0.022591876208897486,0.07862903225806452
10302,28,36.4,28,0.0,1019.1999999999999,0.026615087040618955,0.05443548387096774
10302,43,36.8,12,0.0,441.59999999999997,0.02692456479690522,0.02217741935483871
10303,40,14.7,40,0.1,529.2,0.009825918762088975,0.07862903225806452
10303,65,16.8,30,0.1,453.6,0.011450676982591878,0.05846774193548387
10303,68,10.0,15,0.1,135.0,0.006189555125725338,0.028225806451612902
10304,49,16.0,30,0.0,480.0,0.010831721470019342,0.05846774193548387
10304,59,44.0,10,0.0,440.0,0.03249516441005803,0.018145161290322582
10304,71,17.2,2,0.0,34.4,0.011760154738878143,0.0020161290322580645
10305,18,50.0,25,0.1,1125.0,0.03713733075435203,0.04838709677419355
10305,29,99.0,25,0.1,2227.5,0.07504835589941973,0.04838709677419355
10305,39,14.4,30,0.1,388.8,0.009593810444874276,0.05846774193548387
10306,30,20.7,10,0.0,207.0,0.014468085106382977,0.018145161290322582
10306,53,26.2,10,0.0,262.0,0.018723404255319147,0.018145161290322582
10306,54,5.9,5,0.0,29.5,0.003017408123791103,0.008064516129032258
10307,62,39.4,10,0.0,394.0,0.028936170212765955,0.018145161290322582
10307,68,10.0,3,0.0,30.0,0.006189555125725338,0.004032258064516129
10308,69,28.8,1,0.0,28.8,0.020735009671179885,0.0
10308,70,12.0,5,0.0,60.0,0.007736943907156673,0.008064516129032258
10309,4,17.6,20,0.0,352.0,0.012069632495164411,0.038306451612903226
10309,42,11.2,2,0.0,22.4,0.007117988394584138,0.0020161290322580645
10309,43,36.8,20,0.0,736.0,0.02692456479690522,0.038306451612903226
10309,71,17.2,3,0.0,51.599999999999994,0.011760154738878143,0.004032258064516129
10310,16,13.9,10,0.0,139.0,0.00920696324951644,0.018145161290322582
10310,62,39.4,5,0.0,197.0,0.028936170212765955,0.008064516129032258
10311,42,11.2,6,0.0,67.19999999999999,0.007117988394584138,0.010080645161290322
10311,69,28.8,7,0.0,201.6,0.020735009671179885,0.012096774193548387
10312,28,36.4,4,0.0,145.6,0.026615087040618955,0.006048387096774193
10312,43,36.8,24,0.0,883.1999999999999,0.02692456479690522,0.046370967741935484
10312,53,26.2,20,0.0,524.0,0.018723404255319147,0.038306451612903226
10312,75,6.2,10,0.0,62.0,0.0032495164410058027,0.018145161290322582
10313,36,15.2,12,0.0,182.39999999999998,0.010212765957446808,0.02217741935483871
10314,32,25.6,40,0.1,921.6,0.01825918762088975,0.07862903225806452
10314,58,10.6,30,0.1,286.2,0.006653771760154739,0.05846774193548387
10314,62,39.4,25,0.1,886.5,0.028936170212765955,0.04838709677419355
10315,34,11.2,14,0.0,156.79999999999998,0.007117988394584138,0.02620967741935484
10315,200,12.0,30,0.0,360.0,0.007736943907156673,0.05846774193548387
10316,41,7.7,10,0.0,77.0,0.004410058027079304,0.018145161290322582
10316,62,39.4,70,0.0,2758.0,0.028936170212765955,0.13911290322580644
10317,1,14.4,20,0.0,288.0,0.009593810444874276,0.038306451612903226
10318,41,7.7,20,0.0,154.0,0.004410058027079304,0.038306451612903226
10318,76,14.4,6,0.0,86.4,0.009593810444874276,0.010080645161290322
10319,17,31.2,8,0.0,249.6,0.022591876208897486,0.014112903225806451
10319,28,36.4,14,0.0,509.59999999999997,0.026615087040618955,0.02620967741935484
10319,76,14.4,30,0.0,432.0,0.009593810444874276,0.05846774193548387
10320,71,17.2,30,0.0,516.0,0.011760154738878143,0.05846774193548387
10321,35,14.4,10,0.0,144.0,0.009593810444874276,0.018145161290322582
10322,52,5.6,20,0.0,112.0,0.0027852998065764022,0.038306451612903226
10323,15,12.4,5,0.0,62.0,0.008046421663442941,0.008064516129032258
10323,25,11.2,4,0.0,44.8,0.007117988394584138,0.006048387096774193
10323,39,14.4,4,0.0,57.6,0.009593810444874276,0.006048387096774193
10324,16,13.9,21,0.15,248.115,0.00920696324951644,0.04032258064516129
10324,35,14.4,70,0.15,856.8,0.009593810444874276,0.13911290322580644
10324,46,9.6,30,0.0,288.0,0.005880077369439071,0.05846774193548387
10324,59,44.0,40,0.15,1496.0,0.03249516441005803,0.07862903225806452
10324,63,35.1,80,0.15,2386.7999999999997,0.025609284332688588,0.1592741935483871
10325,6,20.0,6,0.0,120.0,0.013926499032882012,0.010080645161290322
10325,13,4.8,12,0.0,57.599999999999994,0.0021663442940038683,0.02217741935483871
10325,14,18.6,9,0.0,167.4,0.012843326885880078,0.016129032258064516
10325,31,10.0,4,0.0,40.0,0.006189555125725338,0.006048387096774193
10325,72,27.8,40,0.0,1112.0,0.019961315280464218,0.07862903225806452
10326,4,17.6,24,0.0,422.40000000000003,0.012069632495164411,0.046370967741935484
10326,57,15.6,16,0.0,249.6,0.010522243713733075,0.03024193548387097
10326,75,6.2,50,0.0,310.0,0.0032495164410058027,0.09879032258064516
10327,2,15.2,25,0.2,304.0,0.010212765957446808,0.04838709677419355
10327,11,16.8,50,0.2,672.0,0.011450676982591878,0.09879032258064516
10327,30,20.7,35,0.2,579.6,0.014468085106382977,0.06854838709677419
10327,58,10.6,30,0.2,254.4,0.006653771760154739,0.05846774193548387
10328,59,44.0,9,0.0,396.0,0.03249516441005803,0.016129032258064516
10328,65,16.8,40,0.0,672.0,0.011450676982591878,0.07862903225806452
10328,68,10.0,10,0.0,100.0,0.006189555125725338,0.018145161290322582
10329,19,7.3,10,0.05,69.35,0.004100580270793037,0.018145161290322582
10329,30,20.7,8,0.05,157.32,0.014468085106382977,0.014112903225806451
10329,38,210.8,20,0.05,4005.2,0.16154738878143135,0.038306451612903226
10329,56,30.4,12,0.05,346.55999999999995,0.02197292069632495,0.02217741935483871
10330,26,24.9,50,0.15,1058.25,0.01771760154738878,0.09879032258064516
10331,54,5.9,15,0.0,88.5,0.003017408123791103,0.028225806451612902
10332,18,50.0,40,0.2,1600.0,0.03713733075435203,0.07862903225806452
10332,42,11.2,10,0.2,89.60000000000001,0.007117988394584138,0.018145161290322582
10332,47,7.6,16,0.2,97.28,0.004332688588007737,0.03024193548387097
10333,14,18.6,10,0.0,186.0,0.012843326885880078,0.018145161290322582
10333,21,8.0,10,0.1,72.0,0.0046421663442940036,0.018145161290322582
10333,71,17.2,40,0.1,619.2,0.011760154738878143,0.07862903225806452
10334,52,5.6,8,0.0,44.8,0.0027852998065764022,0.014112903225806451
10334,68,10.0,10,0.0,100.0,0.006189555125725338,0.018145161290322582
10335,2,15.2,7,0.2,85.12,0.010212765957446808,0.012096774193548387
10335,31,10.0,25,0.2,200.0,0.006189555125725338,0.04838709677419355
10335,32,25.6,6,0.2,122.88000000000002,0.01825918762088975,0.010080645161290322
10335,51,42.4,48,0.2,1628.1599999999999,0.03125725338491296,0.09475806451612903
10336,4,17.6,18,0.1,285.12,0.012069632495164411,0.034274193548387094
10337,23,7.2,40,0.0,288.0,0.0040232108317214705,0.07862903225806452
10337,26,24.9,24,0.0,597.5999999999999,0.01771760154738878,0.046370967741935484
10337,36,15.2,20,0.0,304.0,0.010212765957446808,0.038306451612903226
10337,37,20.8,28,0.0,582.4,0.014545454545454545,0.05443548387096774
10337,72,27.8,25,0.0,695.0,0.019961315280464218,0.04838709677419355
10338,17,31.2,20,0.0,624.0,0.022591876208897486,0.038306451612903226
10338,30,20.7,15,0.0,310.5,0.014468085106382977,0.028225806451612902
10339,4,17.6,10,0.0,176.0,0.012069632495164411,0.018145161290322582
10339,17,31.2,70,0.05,2074.7999999999997,0.022591876208897486,0.13911290322580644
10339,62,39.4,28,0.0,1103.2,0.028936170212765955,0.05443548387096774
10340,18,50.0,20,0.05,950.0,0.03713733075435203,0.038306451612903226
10340,41,7.7,12,0.05,87.78,0.004410058027079304,0.02217741935483871
10340,43,36.8,40,0.05,1398.3999999999999,0.02692456479690522,0.07862903225806452
10341,33,2.0,8,0.0,16.0,0.0,0.014112903225806451
10341,59,44.0,9,0.15,336.59999999999997,0.03249516441005803,0.016129032258064516
10342,2,15.2,24,0.2,291.84,0.010212765957446808,0.046370967741935484
10342,31,10.0,56,0.2,448.0,0.006189555125725338,0.11088709677419355
10342,36,15.2,40,0.2,486.40000000000003,0.010212765957446808,0.07862903225806452
10342,55,19.2,40,0.2,614.4000000000001,0.013307543520309478,0.07862903225806452
10343,64,26.6,50,0.0,1330.0,0.019032882011605416,0.09879032258064516
10343,68,10.0,4,0.05,38.0,0.006189555125725338,0.006048387096774193
10343,76,14.4,15,0.0,216.0,0.009593810444874276,0.028225806451612902
10344,4,17.6,35,0.0,616.0,0.012069632495164411,0.06854838709677419
10344,8,32.0,70,0.25,1680.0,0.02321083172147002,0.13911290322580644
10345,8,32.0,70,0.0,2240.0,0.02321083172147002,0.13911290322580644
10345,19,7.3,80,0.0,584.0,0.004100580270793037,0.1592741935483871
10345,42,11.2,9,0.0,100.8,0.007117988394584138,0.016129032258064516
10346,17,31.2,36,0.1,1010.8800000000001,0.022591876208897486,0.07056451612903226
10346,56,30.4,20,0.0,608.0,0.02197292069632495,0.038306451612903226
10347,25,11.2,10,0.0,112.0,0.007117988394584138,0.018145161290322582
10347,39,14.4,50,0.15,612.0,0.009593810444874276,0.09879032258064516
10347,40,14.7,4,0.0,58.8,0.009825918762088975,0.006048387096774193
10347,75,6.2,6,0.15,31.62,0.0032495164410058027,0.010080645161290322
10348,1,14.4,15,0.15,183.6,0.009593810444874276,0.028225806451612902
10348,23,7.2,25,0.0,180.0,0.0040232108317214705,0.04838709677419355
10349,54,5.9,24,0.0,141.60000000000002,0.003017408123791103,0.046370967741935484
10350,50,13.0,15,0.1,175.5,0.00851063829787234,0.028225806451612902
10350,69,28.8,18,0.1,466.56,0.020735009671179885,0.034274193548387094
10351,38,210.8,20,0.05,4005.2,0.16154738878143135,0.038306451612903226
10351,41,7.7,13,0.0,100.10000000000001,0.004410058027079304,0.024193548387096774
10351,44,15.5,77,0.05,1133.825,0.010444874274661509,0.1532258064516129
10351,65,16.8,10,0.0,168.0,0.011450676982591878,0.018145161290322582
10352,24,3.6,10,0.0,36.0,0.0012379110251450678,0.018145161290322582
10352,54,5.9,20,0.15,100.3,0.003017408123791103,0.038306451612903226
10353,11,16.8,12,0.2,161.28000000000003,0.011450676982591878,0.02217741935483871
10353,38,210.8,50,0.2,8432.0,0.16154738878143135,0.09879032258064516
10354,1,14.4,12,0.0,172.8,0.009593810444874276,0.02217741935483871
10354,29,99.0,4,0.0,396.0,0.07504835589941973,0.006048387096774193
10355,24,3.6,25,0.0,90.0,0.0012379110251450678,0.04838709677419355
10355,57,15.6,25,0.0,390.0,0.010522243713733075,0.04838709677419355
10356,31,10.0,30,0.0,300.0,0.006189555125725338,0.05846774193548387
10356,55,19.2,12,0.0,230.39999999999998,0.013307543520309478,0.02217741935483871
10356,69,28.8,20,0.0,576.0,0.020735009671179885,0.038306451612903226
10357,10,24.8,30,0.2,595.2,0.017640232108317215,0.05846774193548387
10357,26,24.9,16,0.0,398.4,0.01771760154738878,0.03024193548387097
10357,60,27.2,8,0.2,174.08,0.019497098646034817,0.014112903225806451
10358,24,3.6,10,0.05,34.199999999999996,0.0012379110251450678,0.018145161290322582
10358,34,11.2,10,0.05,106.39999999999999,0.007117988394584138,0.018145161290322582
10358,36,15.2,20,0.05,288.8,0.010212765957446808,0.038306451612903226
10359,16,13.9,56,0.05,739.4799999999999,0.00920696324951644,0.11088709677419355
10359,31,10.0,70,0.05,665.0,0.006189555125725338,0.13911290322580644
10359,60,27.2,80,0.05,2067.2,0.019497098646034817,0.1592741935483871
10360,28,36.4,30,0.0,1092.0,0.026615087040618955,0.05846774193548387
10360,29,99.0,35,0.0,3465.0,0.07504835589941973,0.06854838709677419
10360,38,210.8,10,0.0,2108.0,0.16154738878143135,0.018145161290322582
10360,49,16.0,35,0.0,560.0,0.010831721470019342,0.06854838709677419
10360,54,5.9,28,0.0,165.20000000000002,0.003017408123791103,0.05443548387096774
99999,39,14.4,54,0.1,699.84,0.009593810444874276,0.10685483870967742
10361,60,27.2,55,0.1,1346.4,0.019497098646034817,0.10887096774193548
10362,25,11.2,50,0.0,560.0,0.007117988394584138,0.09879032258064516
10362,51,42.4,20,0.0,848.0,0.03125725338491296,0.038306451612903226
10362,54,5.9,24,0.0,141.60000000000002,0.003017408123791103,0.046370967741935484
10363,31,10.0,20,0.0,200.0,0.006189555125725338,0.038306451612903226
10363,75,6.2,12,0.0,74.4,0.0032495164410058027,0.02217741935483871
10363,76,14.4,12,0.0,172.8,0.009593810444874276,0.02217741935483871
10364,69,28.8,30,0.0,864.0,0.020735009671179885,0.05846774193548387
10364,71,17.2,5,1.5,-43.0,0.011760154738878143,0.008064516129032258
10365,11,16.8,24,0.0,403.20000000000005,0.011450676982591878,0.046370967741935484
10366,65,16.8,5,0.0,84.0,0.011450676982591878,0.008064516129032258
10366,77,10.4,5,0.0,52.0,0.006499032882011605,0.008064516129032258
10367,34,11.2,36,0.0,403.2,0.007117988394584138,0.07056451612903226
10367,54,5.9,18,0.0,106.2,0.003017408123791103,0.034274193548387094
10367,65,16.8,15,0.0,252.0,0.011450676982591878,0.028225806451612902
10367,77,10.4,7,0.0,72.8,0.006499032882011605,0.012096774193548387
10368,21,8.0,5,0.1,36.0,0.0046421663442940036,0.008064516129032258
10368,28,36.4,13,0.1,425.88,0.026615087040618955,0.024193548387096774
10368,57,15.6,25,0.0,390.0,0.010522243713733075,0.04838709677419355
10368,64,26.6,35,0.1,837.9,0.019032882011605416,0.06854838709677419
10369,29,99.0,20,0.0,1980.0,0.07504835589941973,0.038306451612903226
10369,56,30.4,18,0.25,410.4,0.02197292069632495,0.034274193548387094
10370,1,14.4,15,0.15,183.6,0.009593810444874276,0.028225806451612902
10370,64,26.6,30,0.0,798.0,0.019032882011605416,0.05846774193548387
10370,74,8.0,20,0.15,136.0,0.0046421663442940036,0.038306451612903226
10371,36,15.2,6,0.2,72.96,0.010212765957446808,0.010080645161290322
10372,20,64.8,12,0.25,583.1999999999999,0.048588007736943904,0.02217741935483871
10372,38,210.8,40,0.25,6324.0,0.16154738878143135,0.07862903225806452
10372,60,27.2,70,0.25,1428.0,0.019497098646034817,0.13911290322580644
10372,72,27.8,42,0.25,875.7,0.019961315280464218,0.08266129032258064
10373,58,10.6,80,0.2,678.4000000000001,0.006653771760154739,0.1592741935483871
10373,71,17.2,50,0.2,688.0,0.011760154738878143,0.09879032258064516
10374,31,10.0,30,0.0,300.0,0.006189555125725338,0.05846774193548387
10374,58,10.6,15,0.0,159.0,0.006653771760154739,0.028225806451612902
10375,14,18.6,15,0.0,279.0,0.012843326885880078,0.028225806451612902
10375,54,5.9,10,0.0,59.0,0.003017408123791103,0.018145161290322582
10376,31,10.0,42,0.05,399.0,0.006189555125725338,0.08266129032258064
10377,28,36.4,20,0.15,618.8,0.026615087040618955,0.038306451612903226
10377,39,14.4,20,0.15,244.79999999999998,0.009593810444874276,0.038306451612903226
10378,71,17.2,6,0.0,103.19999999999999,0.011760154738878143,0.010080645161290322
10379,41,7.7,8,0.1,55.440000000000005,0.004410058027079304,0.014112903225806451
10379,63,35.1,16,0.1,505.44000000000005,0.025609284332688588,0.03024193548387097
10379,65,16.8,20,0.1,302.40000000000003,0.011450676982591878,0.038306451612903226
10380,30,20.7,18,0.1,335.34,0.014468085106382977,0.034274193548387094
10380,53,26.2,20,0.1,471.6,0.018723404255319147,0.038306451612903226
10380,60,27.2,6,0.1,146.88,0.019497098646034817,0.010080645161290322
10380,70,12.0,30,0.0,360.0,0.007736943907156673,0.05846774193548387
10381,74,8.0,14,0.0,112.0,0.0046421663442940036,0.02620967741935484
10382,5,17.0,32,0.0,544.0,0.01160541586073501,0.0625
10382,18,50.0,9,0.0,450.0,0.03713733075435203,0.016129032258064516
10382,29,99.0,14,0.0,1386.0,0.07504835589941973,0.02620967741935484
10382,33,2.0,60,0.0,120.0,0.0,0.11895161290322581
10382,74,8.0,50,0.0,400.0,0.0046421663442940036,0.09879032258064516
10383,13,4.8,20,0.0,96.0,0.0021663442940038683,0.038306451612903226
10383,50,13.0,15,0.0,195.0,0.00851063829787234,0.028225806451612902
10383,56,30.4,20,0.0,608.0,0.02197292069632495,0.038306451612903226
10384,20,64.8,28,0.0,1814.3999999999999,0.048588007736943904,0.05443548387096774
10384,60,27.2,15,0.0,408.0,0.019497098646034817,0.028225806451612902
10385,7,24.0,10,0.2,192.0,0.01702127659574468,0.018145161290322582
10385,60,27.2,20,0.2,435.20000000000005,0.019497098646034817,0.038306451612903226
10385,68,10.0,8,0.2,64.0,0.006189555125725338,0.014112903225806451
10386,24,3.6,15,0.0,54.0,0.0012379110251450678,0.028225806451612902
10386,34,11.2,10,0.0,112.0,0.007117988394584138,0.018145161290322582
10387,24,3.6,15,0.0,54.0,0.0012379110251450678,0.028225806451612902
10387,28,36.4,6,0.0,218.39999999999998,0.026615087040618955,0.010080645161290322
10387,59,44.0,12,0.0,528.0,0.03249516441005803,0.02217741935483871
10387,71,17.2,15,0.0,258.0,0.011760154738878143,0.028225806451612902
10388,45,7.6,15,0.2,91.2,0.004332688588007737,0.028225806451612902
